imgid,x_gt,y_gt,z_gt,omega_gt,phi_gt,kappa_gt,x_gps,y_gps,z_gps,,Timpstemp,t_s,ex,ey,ez_signed,e_h
20701,465781.953817,5248036.520574,486.436788,93.109931,45.167672,0.485631,465780.097643,5248033.108562,483.28299, ,699228152.0,699.228152,-1.856173999956809,-3.4120119996368885,-3.1537979999999948,3.8842255088732656
20731,465782.632555,5248036.941251,486.375951,93.128305,45.530166,0.44306,465780.681546,5248033.571938,483.389008, ,700229112.0,700.229112,-1.951009000011254,-3.369313000701368,-2.9869429999999966,3.893418320039624
20761,465783.335285,5248037.252049,486.242098,93.196918,45.188054,0.549256,465781.084169,5248034.014143,482.830994, ,701225968.0,701.225968,-2.251115999999456,-3.237905999645591,-3.411104000000023,3.943546437915302
20791,465784.025518,5248037.629492,486.164151,93.03399,45.777738,0.534045,465781.495702,5248034.689685,482.514008, ,702223828.0,702.223828,-2.5298160000238568,-2.9398069996386766,-3.650143000000014,3.8784577075303095
20821,465784.680011,5248038.138851,486.17245,92.981842,46.749716,0.437416,465781.814514,5248034.999013,481.563995, ,703221660.0,703.22166,-2.865496999991592,-3.13983799982816,-4.608455000000049,4.250841766300613
20851,465785.193579,5248038.731004,486.25961,92.870352,46.292454,0.658442,465782.344281,5248035.240431,481.093994, ,704216364.0,704.216364,-2.8492979999864474,-3.49057300016284,-5.165616,4.505840538921964
20881,465785.759071,5248039.305928,486.210107,93.139043,45.074014,0.454654,465783.348262,5248035.256811,481.488983, ,705213052.0,705.213052,-2.4108089999645017,-4.0491169998422265,-4.721123999999975,4.712467348716716
20911,465786.506334,5248039.67499,486.086211,93.237547,45.433967,0.469345,465784.374957,5248035.284175,481.074005, ,706211818.0,706.211818,-2.1313769999542274,-4.39081500004977,-5.012205999999992,4.8807811137763535
20941,465787.274955,5248040.016169,486.071027,93.28782,45.582999,0.49044,465785.266567,5248035.445689,480.687988, ,707212956.0,707.212956,-2.0083879999583587,-4.57048000022769,-5.383038999999997,4.992285027004972
20971,465787.944441,5248040.40187,486.090342,93.399328,45.421612,0.408221,465785.971612,5248035.975043,480.484985, ,708216654.0,708.216654,-1.9728289999766275,-4.426827000454068,-5.605357000000026,4.846529846714858
21001,465788.582138,5248040.787775,486.093077,93.435651,46.167527,0.31905,465786.737685,5248036.61518,480.628998, ,709210495.0,709.210495,-1.844452999997884,-4.1725949998945,-5.46407899999997,4.5620780245789065
21031,465789.235736,5248041.201918,486.065333,93.316221,45.973758,0.307245,465787.193862,5248037.179326,480.406006, ,710212411.0,710.212411,-2.041873999987729,-4.0225920006632805,-5.659327000000019,4.511152384438604
21061,465789.916718,5248041.595851,486.084404,93.110235,45.70868,0.403958,465787.822784,5248037.597984,479.792999, ,711221402.0,711.221402,-2.093934000004083,-3.9978670002892613,-6.2914049999999975,4.513036688126405
21091,465790.634288,5248041.996774,486.11188,93.079144,46.044314,0.382892,465788.618274,5248038.104585,479.692993, ,712224491.0,712.224491,-2.016013999993447,-3.892188999801874,-6.418886999999984,4.383314688491837
21121,465791.317145,5248042.363822,486.207908,93.368708,46.791824,0.226952,465789.315772,5248038.633984,479.747986, ,713216025.0,713.216025,-2.0013729999773204,-3.729837999679148,-6.459921999999949,4.232869639959252
21151,465791.841225,5248042.843336,486.381212,93.001229,46.399933,0.514796,465790.070806,5248038.674043,479.419006, ,714213944.0,714.213944,-1.7704190000076778,-4.1692930003628135,-6.962205999999981,4.529612296705154
21181,465792.110762,5248043.198832,486.417189,92.883132,46.772848,0.697477,465790.88146,5248039.191669,479.566986, ,715213454.0,715.213454,-1.229302000021562,-4.0071629993617535,-6.850203000000022,4.191484070196485
21211,465792.291891,5248043.537171,486.292093,92.922277,47.585701,0.569424,465791.65379,5248039.609495,479.56601, ,716217385.0,716.217385,-0.6381009999895468,-3.927675999701023,-6.726083000000017,3.9791722311072553
21241,465792.458826,5248044.036472,486.194547,92.652234,48.724475,0.45608,465792.464569,5248040.149348,479.791992, ,717222563.0,717.222563,0.005743000016082078,-3.8871240001171827,-6.402555000000007,3.8871282425894043
21271,465792.675206,5248044.606964,486.024201,92.425001,48.329442,0.46656,465793.303925,5248040.411192,479.903015, ,718212306.0,718.212306,0.6287190000293776,-4.195771999657154,-6.121186000000023,4.242615968256487
21301,465792.877331,5248045.212847,485.885718,92.379405,47.800597,0.497815,465794.11102,5248040.317584,480.209991, ,719210115.0,719.210115,1.233689000015147,-4.895263000391424,-5.675726999999995,5.048325305659255
21331,465793.141839,5248045.891152,485.812444,92.529968,47.982209,0.362979,465794.467836,5248040.671146,480.376007, ,720215001.0,720.215001,1.3259970000362955,-5.220006000250578,-5.436437000000012,5.385789699455159
21361,465793.572081,5248046.583321,485.793012,92.534803,47.714172,0.272064,465794.485193,5248041.060026,480.287994, ,721222850.0,721.22285,0.913111999980174,-5.523295000195503,-5.50501799999995,5.598264122359041
21391,465794.122109,5248047.232433,485.810418,92.693831,47.433416,0.239288,465794.622735,5248041.348183,480.231018, ,722222826.0,722.222826,0.5006259999936447,-5.884249999187887,-5.579400000000021,5.905507975171338
21421,465794.82182,5248047.907726,485.851975,92.838626,47.896046,0.006218,465794.889503,5248041.791178,480.199005, ,723221713.0,723.221713,0.06768300000112504,-6.11654799990356,-5.652969999999982,6.116922463429906
21451,465795.414131,5248048.570669,485.910533,92.740349,47.001605,0.352639,465795.358104,5248041.899589,479.75, ,724214515.0,724.214515,-0.05602700001327321,-6.671079999767244,-6.160532999999987,6.671315266724022
21481,465795.904366,5248049.175825,485.93165,92.746748,48.039215,0.175954,465795.994703,5248042.340433,479.924988, ,725223419.0,725.223419,0.09033700003055856,-6.835392000153661,-6.006662000000006,6.835988924021102
21511,465796.391195,5248049.884516,485.945642,92.734729,48.34875,0.245588,465796.522159,5248043.482077,481.243011, ,726231653.0,726.231653,0.13096400001086295,-6.402439000084996,-4.702630999999997,6.403778315893533
21541,465796.833823,5248050.609388,485.994214,92.83086,49.298884,0.048422,465797.292895,5248044.922377,482.584991, ,727224355.0,727.224355,0.4590719999978319,-5.687011000700295,-3.4092229999999972,5.705509725105039
21571,465797.284597,5248051.379146,486.091679,92.725565,48.336279,0.289842,465798.407589,5248045.804988,483.89801, ,728223130.0,728.22313,1.1229920000187121,-5.57415800075978,-2.193669,5.686154100052187
21601,465797.754671,5248052.169128,486.107816,92.808602,48.44848,0.121641,465799.152757,5248046.74532,483.942993, ,729227044.0,729.227044,1.398086000001058,-5.423808000050485,-2.1648230000000126,5.601101470676157
21631,465798.326013,5248052.749739,485.78377,93.07617,48.43063,0.114889,465799.716017,5248047.553344,483.893005, ,730227796.0,730.227796,1.3900040000444278,-5.19639499951154,-1.8907649999999876,5.379092127031107
21661,465798.833014,5248052.919728,485.7492,93.308095,49.023501,-0.01642,465800.194245,5248048.017336,484.016998, ,731222764.0,731.222764,1.3612310000462458,-4.902391999959946,-1.7322019999999725,5.087867643400148
21691,465799.5193,5248053.017463,485.817057,93.290068,47.789968,0.006819,465800.561204,5248048.81539,485.127014, ,732224729.0,732.224729,1.0419040000415407,-4.202072999440134,-0.6900430000000028,4.329316509326428
21721,465800.18789,5248053.093854,485.796064,93.351959,49.079299,-0.219638,465801.200187,5248049.667428,485.506012, ,733224625.0,733.224625,1.0122969999792986,-3.4264259999617934,-0.29005200000000286,3.5728336582300138
21751,465800.709339,5248053.172727,485.741118,93.420221,49.694388,-0.436487,465801.636037,5248050.631787,485.100006, ,734221484.0,734.221484,0.9266979999956675,-2.540939999744296,-0.6411119999999642,2.704652522135979
21781,465801.243831,5248053.275672,485.694369,93.577802,48.337915,-0.301223,465802.317729,5248051.039028,485.097992, ,735225353.0,735.225353,1.073898000002373,-2.236643999814987,-0.5963770000000181,2.481095180825895
21811,465801.87356,5248053.350659,485.649546,93.587349,48.324584,-0.327393,465802.929609,5248051.124378,484.437988, ,736225258.0,736.225258,1.056049000006169,-2.2262809993699193,-1.2115579999999682,2.464054905753838
21841,465802.501875,5248053.409109,485.653084,93.773976,48.931563,-0.541455,465803.624582,5248051.220358,484.84201, ,737222025.0,737.222025,1.122707000002265,-2.188750999979675,-0.8110739999999623,2.4598987677882422
21871,465803.129979,5248053.475861,485.624178,93.875472,47.785043,-0.495355,465804.432004,5248051.182315,485.634003, ,738223041.0,738.223041,1.3020249999826774,-2.2935459995642304,0.009825000000034834,2.6373513896894694
21901,465803.812076,5248053.413796,485.483842,93.994564,48.795163,-0.718019,465804.907838,5248051.235117,486.221008, ,739221698.0,739.221698,1.0957620000117458,-2.1786790005862713,0.737166000000002,2.438716168041155
21931,465804.505574,5248053.383123,485.384285,94.124027,48.758781,-0.78182,465805.195167,5248051.322354,486.080994, ,740216652.0,740.216652,0.6895929999882355,-2.0607690000906587,0.6967089999999985,2.173087061617051
21961,465805.199735,5248053.395994,485.38208,94.214457,49.055441,-0.879632,465806.003807,5248051.495469,486.460999, ,741220433.0,741.220433,0.8040720000280999,-1.9005249999463558,1.0789190000000417,2.063619891513523
21991,465805.860573,5248053.476504,485.536746,94.195886,49.058109,-0.883545,465806.766975,5248051.635506,486.746002, ,742224712.0,742.224712,0.9064019999932498,-1.8409979995340109,1.2092559999999821,2.052032704388503
22021,465806.464609,5248053.691146,485.588764,94.174383,49.211549,-0.831008,465807.226669,5248051.51058,486.074005, ,743220638.0,743.220638,0.7620599999791011,-2.180566000752151,0.4852409999999736,2.309892535856241
22051,465806.808243,5248054.016345,485.544747,94.066273,50.318351,-0.962789,465807.860884,5248051.540231,485.903015, ,744222459.0,744.222459,1.0526410000165924,-2.4761140001937747,0.3582680000000096,2.690574960277366
22081,465807.090356,5248054.533901,485.428361,94.155051,50.576468,-1.11915,465808.414916,5248052.059353,485.773987, ,745221142.0,745.221142,1.3245599999791011,-2.474548000842333,0.34562599999998156,2.806750256438471
22111,465807.534136,5248055.077382,485.408043,94.095348,47.700551,-0.860196,465808.791909,5248051.990477,484.295013, ,746223054.0,746.223054,1.2577730000484735,-3.0869049998000264,-1.1130300000000375,3.333312976220706
22141,465808.101164,5248055.500562,485.426059,94.271076,48.621574,-1.108653,465809.26638,5248051.809896,483.648987, ,747222689.0,747.222689,1.1652159999939613,-3.6906660003587604,-1.7770720000000324,3.87023821655025
22171,465808.652477,5248055.913969,485.44539,94.299157,48.530349,-1.103474,465809.767247,5248052.273759,483.446014, ,748224456.0,748.224456,1.1147699999855831,-3.6402099998667836,-1.9993759999999838,3.8070777501908184
22201,465809.079952,5248056.38985,485.444354,94.098504,48.284581,-0.997159,465810.426037,5248052.636679,484.604004, ,749220229.0,749.220229,1.3460850000265054,-3.753170999698341,-0.8403500000000008,3.9872593821161173
22231,465809.366961,5248056.810308,485.318665,94.240268,49.981805,-1.344151,465810.507906,5248052.436155,484.235992, ,750224319.0,750.224319,1.1409449999919161,-4.374153000302613,-1.0826729999999998,4.520505498621023
22261,465809.778062,5248057.326731,485.273256,94.329594,49.528111,-1.4106,465810.504035,5248053.069661,483.483002, ,751222046.0,751.222046,0.725972999993246,-4.25707000028342,-1.7902540000000045,4.318527733386955
22291,465810.279381,5248057.873695,485.278313,94.415772,49.905851,-1.563973,465811.051999,5248053.844434,483.218994, ,752225054.0,752.225054,0.7726180000463501,-4.029261000454426,-2.0593190000000163,4.1026677642454334
22321,465810.834344,5248058.525414,485.403201,94.2426,50.014296,-1.521887,465811.531119,5248054.464016,482.841003, ,753218997.0,753.218997,0.6967750000185333,-4.061398000456393,-2.5621980000000235,4.120734050962524
22351,465811.346409,5248059.176315,485.513347,94.299411,49.941125,-1.43925,465812.124119,5248055.194072,483.290985, ,754223134.0,754.223134,0.7777099999948405,-3.9822430005297065,-2.2223620000000324,4.057473617826715
22381,465811.746412,5248059.742089,485.568435,94.332164,49.461591,-1.318579,465812.679694,5248055.979915,482.783997, ,755224055.0,755.224055,0.9332820000126958,-3.762174000032246,-2.784438000000023,3.8762054251634197
22411,465812.082643,5248060.256858,485.499485,94.376725,47.917642,-1.107351,465813.091217,5248056.655459,482.35199, ,756221980.0,756.22198,1.0085739999776706,-3.6013989998027682,-3.147494999999992,3.739959394059157
22441,465812.359915,5248060.641141,485.356809,94.444682,49.66157,-1.345551,465813.472031,5248057.242271,482.348999, ,757221801.0,757.221801,1.1121160000329837,-3.398870000615716,-3.0078100000000063,3.5761878136662286
22471,465812.679311,5248061.1261,485.231752,94.520768,49.385984,-1.454847,465813.877751,5248058.21792,482.235992, ,758227043.0,758.227043,1.1984400000073947,-2.9081800002604723,-2.9957599999999616,3.1454362730045453
22501,465813.0761,5248061.653813,485.076793,94.772612,50.797778,-1.81383,465814.244949,5248059.060427,482.411011, ,759224798.0,759.224798,1.1688490000087768,-2.593386000022292,-2.6657820000000356,2.8446192943754602
22531,465813.562879,5248062.204426,485.060689,94.720953,49.846943,-1.653065,465814.6795,5248059.802518,482.183014, ,760224770.0,760.22477,1.116621000051964,-2.401907999999821,-2.8776750000000106,2.648774150096642
22561,465814.157171,5248062.72892,485.171255,94.86288,50.244414,-1.897619,465814.856339,5248060.357179,481.973999, ,761221815.0,761.221815,0.6991679999628104,-2.3717409996315837,-3.1972559999999817,2.472648632844024
22591,465814.901993,5248063.210607,485.252045,94.925762,47.699169,-1.60964,465815.235733,5248060.699496,482.367004, ,762222833.0,762.222833,0.3337399999727495,-2.511110999621451,-2.885041000000001,2.533191828504437
22621,465815.686379,5248063.610705,485.223248,94.984797,47.933441,-1.711979,465815.562482,5248061.075464,482.425995, ,763221747.0,763.221747,-0.12389700004132465,-2.53524100035429,-2.797253000000012,2.5382666125717885
22651,465816.328751,5248063.993089,485.053878,94.815706,47.409016,-1.499792,465816.169013,5248061.538711,482.716003, ,764222748.0,764.222748,-0.1597380000166595,-2.4543779995292425,-2.337874999999997,2.459570611554482
22681,465816.808626,5248064.371638,484.933598,94.74084,47.811841,-1.566216,465816.737361,5248061.924387,482.940002, ,765224346.0,765.224346,-0.07126500003505498,-2.447251000441611,-1.993596000000025,2.4482884142585126
22711,465817.380623,5248064.828954,484.914927,94.752223,48.642277,-1.821714,465817.395564,5248062.187286,483.597992, ,766222143.0,766.222143,0.014941000030376017,-2.6416680002585053,-1.3169350000000009,2.641710252293328
22741,465818.163204,5248065.352006,484.991969,94.508529,48.263232,-1.705404,465818.316129,5248062.137476,484.794006, ,767221772.0,767.221772,0.15292500000214204,-3.2145299995318055,-0.1979629999999588,3.21816549815506
22771,465819.003203,5248065.800211,485.017504,94.420885,48.914097,-1.766282,465819.225277,5248062.721215,484.994995, ,768226061.0,768.226061,0.22207399999024346,-3.078995999880135,-0.022508999999956814,3.0869942061412328
22801,465819.760162,5248066.398334,485.056731,94.438814,49.402987,-1.805408,465819.989545,5248063.050183,485.040009, ,769228804.0,769.228804,0.22938299999805167,-3.3481510002166033,-0.01672200000001567,3.3559993565165573
22831,465820.422028,5248067.08784,485.162581,94.389864,50.015615,-1.848663,465820.421897,5248063.41442,485.175995, ,770229656.0,770.229656,-0.00013100000796839595,-3.6734199998900294,0.013414000000011583,3.6734200022258636
22861,465821.093142,5248067.720436,485.171997,94.385541,50.195685,-1.797568,465821.042879,5248063.766449,485.643005, ,771230562.0,771.230562,-0.05026300001190975,-3.9539870005100965,0.4710080000000403,3.9543064587071433
22891,465821.727411,5248068.211187,485.102392,94.390857,49.991094,-1.751742,465821.783723,5248063.962188,485.938995, ,772225377.0,772.225377,0.056311999971512705,-4.248999000526965,0.8366029999999682,4.249372135718398
22921,465822.247434,5248068.64058,485.042067,94.562895,50.751558,-1.909701,465822.608885,5248064.379709,486.063995, ,773226519.0,773.226519,0.36145099997520447,-4.26087100058794,1.0219280000000026,4.276174518075045
22951,465822.870639,5248069.027915,485.056749,94.541645,50.056309,-1.805728,465823.328567,5248064.831186,486.110992, ,774230115.0,774.230115,0.4579280000180006,-4.196728999726474,1.0542429999999854,4.221638585945706
22981,465822.897251,5248068.162147,486.414624,90.239114,45.625469,4.249901,465826.97542,5248071.522674,486.414001, ,775219245.0,775.219245,4.078168999985792,3.3605269994586706,-0.0006230000000186919,5.2843735774958045
23011,465823.41076,5248068.575919,486.435636,90.225426,46.144616,4.19637,465827.82979,5248071.773321,486.109985, ,776217236.0,776.217236,4.419029999990016,3.1974019994959235,-0.3256509999999935,5.454466581361764
23041,465824.020139,5248069.09629,486.472342,90.221638,47.149214,4.00888,465828.39014,5248072.081247,485.757996, ,777214981.0,777.214981,4.370001000002958,2.9849570002406836,-0.7143460000000346,5.292152400801843
23071,465824.819117,5248069.544285,486.490861,90.283169,46.288797,3.909692,465828.971765,5248072.15566,485.240997, ,778217857.0,778.217857,4.152648000046611,2.611374999396503,-1.2498640000000023,4.905483136222588
23101,465825.56624,5248069.812108,486.476415,90.132605,49.239593,3.902985,465829.908397,5248072.272466,485.59201, ,779214784.0,779.214784,4.3421569999773055,2.4603580003604293,-0.8844049999999584,4.990760353131523
23131,465826.270033,5248070.061794,486.521183,89.500632,57.436068,3.831201,465830.371263,5248072.692096,485.471985, ,780221178.0,780.221178,4.101230000029318,2.630301999859512,-1.0491979999999899,4.872224966440427
23161,465826.97705,5248070.352785,486.481933,89.476811,58.614335,3.824432,465830.835616,5248073.367333,485.917999, ,781216815.0,781.216815,3.858566000009887,3.014547999948263,-0.5639340000000175,4.896532571159348
23191,465827.667517,5248070.585529,486.373561,89.693907,58.47093,3.743907,465831.421515,5248074.175228,485.889008, ,782219850.0,782.21985,3.753998000000138,3.589699000120163,-0.48455300000000534,5.1940773863573435
23221,465828.25478,5248070.71751,486.118724,89.550406,57.940288,3.934451,465831.726197,5248074.651347,486.046997, ,783218680.0,783.21868,3.47141699999338,3.9338370002806187,-0.07172700000000987,5.246504506108791
23251,465828.741509,5248070.940747,485.852346,89.289931,58.901766,4.062295,465832.430727,5248075.091801,485.868011, ,784221400.0,784.2214,3.689217999984976,4.151053999550641,0.015665000000012697,5.553519492952061
23281,465829.222329,5248071.375605,485.790534,89.155515,59.569835,4.121662,465833.376057,5248075.408602,485.644012, ,785222512.0,785.222512,4.153728000004776,4.032997000031173,-0.14652200000000448,5.7895182096858555
23311,465829.761986,5248071.923955,485.866127,89.202571,59.49405,4.023022,465833.950985,5248075.627535,485.212982, ,786220745.0,786.220745,4.188999000005424,3.703580000437796,-0.653144999999995,5.591441445789204
23341,465830.229925,5248072.503225,486.023745,88.530061,66.160246,4.20087,465834.350693,5248075.569641,485.119995, ,787214555.0,787.214555,4.120768000022508,3.0664160000160336,-0.9037500000000023,5.136500364563779
23371,465830.754973,5248073.035762,486.034138,88.371708,69.951785,4.245709,465834.880893,5248075.888858,485.054993, ,788225645.0,788.225645,4.125920000020415,2.853095999918878,-0.97914499999996,5.016310659371244
23401,465831.550229,5248073.489097,485.993915,88.870862,70.782961,3.908814,465835.108427,5248076.076468,484.464996, ,789216250.0,789.21625,3.5581980000133626,2.5873710000887513,-1.5289190000000303,4.399461523800311
23431,465832.417787,5248073.870652,485.832346,88.593054,71.0665,4.109023,465835.571939,5248076.607234,483.829987, ,790217557.0,790.217557,3.154151999973692,2.73658199980855,-2.002358999999956,4.175829963086883
23461,465833.067407,5248074.212967,485.566127,88.386979,70.762746,4.541563,465835.799986,5248076.883751,483.317993, ,791219511.0,791.219511,2.73257900000317,2.6707840003073215,-2.248133999999993,3.8210044710201405
23491,465833.517388,5248074.471849,485.320718,88.057296,71.038766,5.136052,465835.716444,5248076.795326,483.377991, ,792224366.0,792.224366,2.1990560000413097,2.3234769999980927,-1.9427269999999908,3.199123733280384
23521,465833.852012,5248074.728788,485.191719,87.039147,71.320356,6.224461,465835.708841,5248076.784257,484.61499, ,793218249.0,793.218249,1.856828999996651,2.055469000712037,-0.5767290000000003,2.7699759472090553
23551,465834.025141,5248075.175917,485.042813,85.537427,71.734424,7.265256,465835.396535,5248076.297067,487.632996, ,794220049.0,794.220049,1.3713940000161529,1.1211500000208616,2.5901829999999677,1.7713550818023702
23581,465834.169655,5248075.571437,484.848634,84.611014,71.594474,8.035165,465833.694535,5248074.362058,490.713013, ,795211773.0,795.211773,-0.47511999995913357,-1.2093790005892515,5.864378999999985,1.2993600661200204
23611,465834.246787,5248076.020101,484.703138,84.743804,72.296948,8.369776,465832.951174,5248073.7329,492.076996, ,796218686.0,796.218686,-1.2956129999947734,-2.2872009994462132,7.373857999999984,2.6286691419087367
23641,465834.269495,5248076.365962,484.728666,84.282304,72.840028,8.77431,465832.658108,5248073.956878,492.52301, ,797217887.0,797.217887,-1.6113870000117458,-2.4090839996933937,7.794344000000024,2.8983191303556572
23671,465834.166,5248076.717913,484.813463,84.962742,72.403219,8.507512,465832.24298,5248073.959292,492.785004, ,798218819.0,798.218819,-1.9230200000456534,-2.758620999753475,7.971541000000002,3.362736347211367
23701,465834.007869,5248076.875224,484.977467,85.300555,73.192006,8.420465,465831.98649,5248073.98301,492.535004, ,799215817.0,799.215817,-2.021379000041634,-2.892214000225067,7.557537000000025,3.5285797263073424
23731,465833.616913,5248076.875368,485.076656,85.683363,72.306594,8.447391,465832.079841,5248074.460361,492.924988, ,800225897.0,800.225897,-1.5370719999773428,-2.4150069998577237,7.848331999999971,2.862664692637989
23761,465833.126764,5248076.892337,485.056874,85.054125,72.527653,8.493295,465831.157773,5248072.954252,495.979004, ,801222751.0,801.222751,-1.9689909999724478,-3.9380850000306964,10.922129999999981,4.402889849342051
23791,465832.724704,5248076.901578,485.012261,85.516739,72.313568,8.014802,465829.514286,5248070.696607,500.640015, ,802218645.0,802.218645,-3.2104180000023916,-6.204970999620855,15.627753999999982,6.986304376483692
23821,465832.41561,5248076.973661,484.988537,86.259572,72.548993,7.472519,465829.469517,5248070.785777,500.522003, ,803214302.0,803.214302,-2.9460930000059307,-6.187884000129998,15.533465999999976,6.853420486424919
23851,465832.263652,5248077.022716,485.066954,87.294962,73.494455,6.511835,465829.358686,5248071.19763,500.522003, ,804215897.0,804.215897,-2.9049660000018775,-5.825085999444127,15.455048999999974,6.509259125437157
23881,465832.308743,5248077.20899,485.229574,88.28724,74.292364,5.718223,465829.270832,5248071.664916,499.960999, ,805216616.0,805.216616,-3.03791099996306,-5.544073999859393,14.731425000000002,6.321839903035625
23911,465832.566447,5248077.444112,485.376252,87.907526,76.182826,5.870289,465829.357089,5248072.220103,499.25, ,806219674.0,806.219674,-3.2093580000218935,-5.224008999764919,13.873747999999978,6.131088712612907
23941,465832.806081,5248077.588685,485.408963,87.668024,78.725653,6.1091,465829.534112,5248072.808103,498.622009, ,807215672.0,807.215672,-3.2719689999939874,-4.780582000501454,13.213045999999963,5.793077368760073
23971,465832.97507,5248077.685374,485.362105,84.006951,83.203349,9.461708,465829.999568,5248073.672266,497.451996, ,808221996.0,808.221996,-2.975501999957487,-4.013108000159264,12.089891000000023,4.995863085863472
24001,465833.033089,5248077.778697,485.155542,70.502842,86.806375,22.587599,465830.472765,5248074.569727,497.496002, ,809219816.0,809.219816,-2.560323999961838,-3.208970000036061,12.34045999999995,4.10520979316673
24031,465833.087997,5248077.928957,484.959351,79.127549,87.659287,14.560587,465830.743586,5248075.712867,497.533997, ,810215618.0,810.215618,-2.3444110000273213,-2.2160900002345443,12.574645999999973,3.2260374805926615
24061,465833.157478,5248078.154519,484.845199,112.463294,88.136586,-18.926652,465830.960473,5248076.667387,497.924988, ,811217504.0,811.217504,-2.1970049999654293,-1.4871319998055696,13.079789000000005,2.652996900623672
24091,465833.184265,5248078.447914,484.838562,117.959846,88.679948,-24.324845,465831.169361,5248077.544157,497.730988, ,812222554.0,812.222554,-2.0149039999814704,-0.9037569994106889,12.892426,2.2083058762601575
24121,465833.192184,5248078.8919,484.810473,-93.615446,84.896652,-173.21253,465831.233887,5248078.255061,496.804993, ,813219473.0,813.219473,-1.9582969999755733,-0.6368390005081892,11.994520000000023,2.0592452628770572
24151,465833.18788,5248079.382284,484.782673,-91.201386,78.254136,-175.913994,465830.918306,5248078.501399,496.101013, ,814223500.0,814.2235,-2.2695739999762736,-0.880884999409318,11.318340000000035,2.4345275770778727
24181,465833.142551,5248079.934344,484.865068,-91.278665,76.970004,-175.665171,465831.218674,5248079.53323,496.048004, ,815221490.0,815.22149,-1.9238769999938086,-0.4011140000075102,11.182935999999984,1.965246842538413
24211,465833.089112,5248080.49943,485.08448,-90.58088,76.588544,-176.309577,465831.236938,5248080.077696,495.204987, ,816220771.0,816.220771,-1.8521739999996498,-0.42173399962484837,10.120507000000032,1.899581030836609
24241,465832.936995,5248081.002468,485.283178,-90.734471,76.393398,-176.102411,465831.025606,5248080.078925,493.841003, ,817216553.0,817.216553,-1.9113890000153333,-0.9235430005937815,8.55782499999998,2.122814071774865
24271,465832.732986,5248081.450157,485.316435,-90.83079,76.646618,-175.780261,465831.045212,5248080.856773,493.51001, ,818223268.0,818.223268,-1.6877739999908954,-0.5933839995414019,8.19357500000001,1.7890460156063672
24301,465832.589379,5248081.905532,485.283592,-91.564075,76.569145,-174.811112,465831.011941,5248081.623814,492.865997, ,819222259.0,819.222259,-1.5774380000075325,-0.2817179998382926,7.582404999999994,1.602396853248487
24331,465832.63596,5248082.350146,485.180712,-92.103503,76.980611,-173.996766,465831.281801,5248082.600254,492.463989, ,820226873.0,820.226873,-1.3541589999804273,0.2501079998910427,7.283276999999998,1.3770623111673228
24361,465832.63049,5248082.815137,484.976255,-91.012094,76.335903,-175.149019,465832.42397,5248084.316241,491.039001, ,821223853.0,821.223853,-0.20652000000700355,1.5011040000244975,6.062746000000004,1.5152437854327072
24391,465832.534805,5248083.308681,484.767337,-91.339949,76.365747,-174.702362,465833.118822,5248085.690302,489.343994, ,822216484.0,822.216484,0.5840169999864884,2.381621000356972,4.5766570000000115,2.45218156864751
24421,465832.406869,5248083.811339,484.718935,-91.575946,75.705937,-174.35925,465833.281526,5248086.411751,489.437988, ,823208267.0,823.208267,0.8746570000075735,2.6004119999706745,4.719053000000031,2.743568376631742
24451,465832.259735,5248084.268435,484.877073,-91.418141,75.558207,-174.436971,465833.268755,5248086.81192,488.541992, ,824215326.0,824.215326,1.0090199999976903,2.5434849997982383,3.6649189999999976,2.7363182023649926
24481,465832.255221,5248084.695017,485.035733,-91.728925,75.201452,-174.082933,465833.166516,5248087.401541,487.390991, ,825210250.0,825.21025,0.9112949999980628,2.706524000503123,2.355257999999992,2.8558240040872436
24511,465832.412564,5248085.000604,485.222755,-91.174232,72.320267,-174.804683,465832.652176,5248087.215599,486.394012, ,826210170.0,826.21017,0.23961200000485405,2.214995000511408,1.1712569999999687,2.2279175843906027
24541,465832.409077,5248085.402393,485.188696,-90.367347,67.785663,-175.870349,465832.511667,5248087.716534,485.88501, ,827219226.0,827.219226,0.10259000002406538,2.314140999689698,0.6963140000000294,2.3164138823944596
24571,465832.354266,5248085.79614,485.132561,-90.549228,67.762523,-175.576257,465832.360607,5248088.995492,487.194, ,828222226.0,828.222226,0.006341000029351562,3.1993519999086857,2.061439000000007,3.199358283718952
24601,465832.241155,5248086.29773,485.029024,-89.596407,67.380776,-176.705822,465832.070185,5248089.675118,487.506012, ,829218155.0,829.218155,-0.1709699999773875,3.3773880004882812,2.4769880000000057,3.381712649935606
24631,465832.101394,5248086.750772,484.867702,-89.578893,67.106657,-176.607531,465831.877175,5248090.231927,487.481995, ,830220016.0,830.220016,-0.2242190000251867,3.4811549996957183,2.614292999999975,3.488368428345663
24661,465831.869324,5248087.1317,484.785304,-89.93301,67.134001,-176.141321,465831.37122,5248090.190415,487.855988, ,831221027.0,831.221027,-0.49810400005662814,3.0587149998173118,3.0706840000000284,3.099007106313219
24691,465831.609302,5248087.381311,484.840619,-89.408999,67.12551,-176.768733,465830.782762,5248090.238291,487.841003, ,832221847.0,832.221847,-0.8265400000382215,2.856979999691248,3.000383999999997,2.9741390502629472
